time,dm_ox_dt,dr_dt,thrust,n_lo,n_go,OF,r,V_chmb,p_chmb,p_tank
9.845,0.12821898264328815,0.0006296056920284894,9.524338044816764,0.019860756022322765,0.0036946207965038815,14.716853250650379,0.24393964218712752,117.7567801331616,268.6072427536369,692.0351781703855
9.85,0.1282133533427272,0.0006298394621881712,9.523771197948168,0.019846190626491678,0.003696085592928532,14.718225715333418,0.2438156582889958,117.7590598156439,268.59385627700664,691.9912955601394
9.855,0.12820772323573518,0.0006300735402535532,9.523204272271782,0.019831625870256504,0.0036975500239652356,14.719599611139406,0.2436916283125969,117.76133918575974,268.5804668869256,691.9474075800392
9.86,0.12820209232195962,0.000630307926904538,9.522637267692362,0.019817061753708898,0.00369901408957827,14.720974940819133,0.24356755219718573,117.76361824333198,268.56707458052,691.9035142259036
9.865,0.12819646060104792,0.0006305426228231379,9.522070184114451,0.019802498276940552,0.0037004777897318973,14.722351707131116,0.243443429881883,117.76589698818319,268.5536793549103,691.8596154935543
9.870000000000001,0.12819082807265014,0.0006307776286934941,9.521503021442612,0.0197879354400432,0.0037019411243903624,14.723729912841693,0.2433192613056747,117.76817542013562,268.5402812072165,691.8157113788182
9.875,0.12818519473641599,0.0006310129452018728,9.520935779581185,0.01977337324310861,0.003703404093517895,14.72510956072504,0.24319504640741169,117.77045353901123,268.52688013455236,691.7718018775265
9.88,0.12817956059199687,0.0006312485730366836,9.52036845843445,0.019758811686228596,0.003704866697078708,14.726490653563157,0.2430707851258094,117.77273134463171,268.5134761340295,691.7278869855136
9.885,0.12817392563904495,0.0006314845128884819,9.51980105790655,0.01974425076949501,0.0037063289350369993,14.727873194145975,0.2429464773994473,117.77500883681846,268.5000692027553,691.6839666986193
9.89,0.12816828987721382,0.0006317207654499824,9.519233577901543,0.019729690492999746,0.0037077908073569503,14.729257185271306,0.24282212316676846,117.77728601539256,268.4866593378343,691.6400410126873
9.895,0.12816265330615778,0.0006319573314160634,9.518666018323357,0.019715130856834732,0.0037092523140027267,14.730642629744928,0.2426977223660792,117.77956288017481,268.47324653636696,691.5961099235649
9.9,0.12815701592553236,0.0006321942114837784,9.518098379075795,0.019700571861091937,0.003710713454938478,14.732029530380586,0.24257327493554862,117.78183943098571,268.45983079545016,691.5521734271045
9.905,0.12815137773499405,0.0006324314063523634,9.51753066006256,0.01968601350586337,0.0037121742301283373,14.733417890000045,0.24244878081320817,117.78411566764548,268.44641211217726,691.5082315191619
9.91,0.12814573873420038,0.0006326689167232462,9.516962861187231,0.019671455791241077,0.003713634639536423,14.734807711433065,0.24232423993695118,117.78639158997403,268.43299048363787,691.4642841955967
9.915000000000001,0.1281400989228097,0.0006329067433000539,9.516394982353257,0.019656898717317146,0.003715094683126836,14.736198997517523,0.24219965224453255,117.78866719779096,268.4195659069174,691.4203314522742
9.92,0.12813445830048248,0.0006331448867886278,9.515827023464036,0.019642342284183698,0.003716554360863662,14.737591751099373,0.24207501767356823,117.7909424909156,268.40613837909973,691.3763732850626
9.925,0.12812881686687824,0.0006333833478970193,9.515258984422708,0.0196277864919329,0.0037180136727109707,14.738985975032653,0.2419503361615347,117.79321746916696,268.3927078972611,691.3324096898341
9.93,0.12812317462165987,0.0006336221273355163,9.514690865132467,0.01961323134065695,0.003719472618632816,14.740381672179636,0.24182560764576871,117.79549213236378,268.37927445847856,691.2884406624657
9.935,0.12811753156448938,0.0006338612258166356,9.514122665496245,0.01959867683044809,0.0037209311985932354,14.741778845410717,0.2417008320634667,117.79776648032444,268.36583805982167,691.2444661988379
9.94,0.1281118876950314,0.0006341006440551454,9.513554385416962,0.019584122961398602,0.003722389412556251,14.743177497604545,0.24157600935168447,117.80004051286707,268.35239869835925,691.2004862948357
9.945,0.12810624301294984,0.0006343403827680617,9.512986024797293,0.019569569733600797,0.003723847260485868,14.744577631647983,0.24145113944733657,117.80231422980951,268.3389563711526,691.156500946348
9.950000000000001,0.12810059751791172,0.0006345804426746716,9.512417583539941,0.01955501714714703,0.0037253047423460766,14.74597925043622,0.24132622228719605,117.80458763096925,268.3255110752637,691.1125101492675
9.955,0.12809495120958336,0.0006348208244965288,9.511849061547355,0.0195404652021297,0.0037267618581008507,14.747382356872706,0.24120125780789392,117.80686071616348,268.312062807747,691.0685138994912
9.96,0.12808930408763322,0.0006350615289574729,9.511280458721945,0.019525913898641226,0.0037282186077141483,14.748786953869269,0.24107624594591864,117.80913348520913,268.29861156565505,691.0245121929203
9.965,0.12808365615173034,0.0006353025567836332,9.510711774965957,0.01951136323677408,0.0037296749911499114,14.750193044346101,0.24095118663761578,117.8114059379228,268.28515734603616,690.9805050254593
9.97,0.1280780074015448,0.0006355439087034395,9.510143010181514,0.019496813216620768,0.003731131008372066,14.751600631231788,0.24082607981918752,117.81367807412076,268.271700145934,690.9364923930174
9.975,0.12807235783674847,0.0006357855854476346,9.509574164270674,0.019482263838273832,0.0037325866593445225,14.75300971746337,0.24070092542669216,117.81594989361902,268.2582399623904,690.8924742915074
9.98,0.12806670745701293,0.0006360275877492751,9.509005237135256,0.01946771510182585,0.003734041944031175,14.754420305986342,0.24057572339604372,117.81822139623324,268.2447767924402,690.8484507168458
